employee_id,age,experience_years,monthly_salary,shift_type,overtime_hours,attendance_percentage,leave_count,performance_rating,distance_from_home_km,attrition
EMP1153,48,27,38508,Night,24,64,1,5,41,1
EMP1154,35,15,42276,Rotational,24,82,3,3,40,0
EMP1155,24,4,35671,Night,11,97,14,5,20,0
EMP1156,27,8,28450,Rotational,28,90,3,3,48,0
EMP1157,24,4,26908,Day,10,76,2,1,42,0
EMP1158,50,28,43212,Night,51,62,8,5,7,1
EMP1159,40,19,18806,Rotational,10,85,5,4,15,0
EMP1160,38,18,30015,Night,48,72,4,2,9,1
EMP1161,36,14,29158,Night,25,97,12,2,4,0
EMP1162,36,16,27456,Night,52,81,11,1,31,1
EMP1163,53,33,39588,Night,13,80,11,2,23,0
EMP1164,46,26,34491,Day,15,88,5,2,6,0
EMP1165,35,15,36188,Rotational,55,98,12,1,28,0
EMP1166,19,0,39079,Night,9,64,10,1,12,1
EMP1167,18,0,16019,Rotational,30,73,7,1,47,0
EMP1168,22,1,24419,Day,30,77,4,4,22,0
EMP1169,37,16,31396,Rotational,35,63,12,1,24,0
EMP1170,28,7,41892,Rotational,9,92,14,1,34,0
EMP1171,59,38,19973,Day,25,98,12,1,19,0
EMP1172,19,0,33113,Night,19,79,3,5,24,0
EMP1173,20,1,23136,Rotational,43,72,6,5,20,0
EMP1174,40,21,31203,Rotational,8,95,11,4,34,0
EMP1175,29,7,43285,Night,14,63,13,4,47,1
EMP1176,37,15,35039,Night,8,94,4,2,27,0
EMP1177,22,2,13184,Rotational,6,67,3,5,44,1
EMP1178,54,34,34727,Day,25,99,13,4,29,0
EMP1179,55,35,28911,Night,23,95,4,4,1,0
EMP1180,47,26,12916,Night,11,65,10,2,46,1
EMP1181,26,6,15574,Day,59,81,3,1,36,1
EMP1182,51,32,29790,Rotational,19,65,7,3,43,0
EMP1183,52,31,29625,Night,55,95,7,2,39,1
EMP1184,39,19,17206,Rotational,13,68,0,3,45,1
EMP1185,41,20,31517,Rotational,21,75,13,2,46,0
EMP1186,34,15,28105,Rotational,15,98,11,2,7,0
EMP1187,27,7,14690,Day,28,97,2,1,43,0
EMP1188,47,28,12690,Rotational,31,92,10,4,20,0
EMP1189,40,21,37103,Rotational,18,77,3,5,20,0
EMP1190,49,30,23085,Night,54,71,1,2,25,1
EMP1191,34,14,37825,Night,34,86,13,1,43,0
EMP1192,34,12,22720,Day,42,60,12,3,21,1
EMP1193,31,11,23720,Day,31,74,4,4,9,0
EMP1194,26,7,12897,Night,54,86,10,2,27,1
EMP1195,57,37,29094,Night,52,75,7,3,28,1
EMP1196,19,0,35572,Day,19,80,11,2,25,0
EMP1197,42,20,27150,Rotational,50,60,1,5,36,1
EMP1198,56,35,28799,Day,39,88,13,5,34,0
EMP1199,26,4,21663,Rotational,19,62,8,4,2,0
EMP1200,39,17,39007,Night,7,71,12,3,9,0
EMP1201,21,0,37671,Night,57,87,6,5,19,1
EMP1202,43,23,37385,Night,34,98,5,1,15,0
EMP1203,46,25,23236,Rotational,41,96,7,4,21,0
EMP1204,51,31,34024,Day,12,90,13,2,16,0
EMP1205,40,20,29376,Rotational,40,90,1,3,2,0
EMP1206,54,35,30157,Day,5,92,13,3,26,0
EMP1207,28,9,31945,Day,46,92,4,1,44,0
EMP1208,23,2,35017,Day,15,99,3,5,29,0
EMP1209,35,13,13756,Night,4,70,7,3,33,1
EMP1210,38,17,14576,Day,52,88,12,1,34,1
EMP1211,59,39,37467,Night,44,84,0,1,46,1
EMP1212,53,34,43205,Day,50,72,11,2,27,0
EMP1213,58,37,24674,Day,33,78,2,1,7,0
EMP1214,55,34,34353,Night,5,95,9,4,49,0
EMP1215,51,32,41849,Night,58,87,7,3,15,1
EMP1216,34,15,16535,Rotational,32,63,4,4,17,1
EMP1217,54,35,29118,Day,14,62,3,1,9,0
EMP1218,42,22,12632,Night,14,97,5,1,13,1
EMP1219,55,36,25280,Rotational,13,96,11,4,32,0
EMP1220,29,7,26746,Rotational,38,84,4,2,2,0
EMP1221,40,19,31285,Night,4,94,2,1,32,0
EMP1222,59,40,30047,Day,51,88,12,4,47,0
EMP1223,39,20,22207,Rotational,56,88,10,4,20,0
EMP1224,38,18,17591,Day,25,71,13,3,43,0
EMP1225,44,24,39757,Day,47,94,4,2,19,0
EMP1226,48,27,28226,Rotational,16,79,3,5,46,0
EMP1227,23,1,41732,Night,42,76,0,4,27,1
EMP1228,44,23,39206,Day,46,71,0,3,36,0
EMP1229,57,38,32256,Night,51,95,13,5,30,1
EMP1230,51,29,21784,Rotational,15,69,14,3,11,0
EMP1231,29,7,31937,Day,34,77,6,3,16,0
EMP1232,24,2,23219,Night,37,89,3,2,26,0
EMP1233,27,5,21399,Night,52,67,0,1,30,1
EMP1234,34,13,39657,Day,22,72,5,2,2,0
EMP1235,43,23,32047,Night,12,90,10,5,34,0
EMP1236,38,18,22559,Night,32,65,11,2,41,1
EMP1237,45,26,32157,Rotational,28,66,14,1,22,0
EMP1238,19,0,18618,Rotational,52,80,10,2,31,0
EMP1239,18,0,18780,Night,45,97,11,2,21,1
EMP1240,53,33,39050,Night,33,87,10,2,36,1
EMP1241,43,23,20015,Day,33,80,10,4,40,0
EMP1242,46,27,15130,Rotational,26,80,0,4,23,0
EMP1243,38,17,40083,Day,14,83,7,2,26,0
EMP1244,28,6,28480,Night,58,86,11,1,18,1
EMP1245,57,37,23528,Day,49,86,12,1,15,0
EMP1246,28,7,17914,Night,8,72,8,1,34,1
EMP1247,53,33,23179,Rotational,25,88,10,1,22,0
EMP1248,56,36,32472,Rotational,2,98,2,3,28,0
EMP1249,57,35,24076,Night,35,87,6,2,43,0
EMP1250,52,30,36783,Rotational,46,96,12,2,49,0
EMP1251,51,29,25824,Night,4,88,14,3,7,0
EMP1252,41,21,16299,Day,19,81,4,1,40,0
EMP1253,39,19,20118,Night,19,95,2,5,42,0
EMP1254,22,2,22756,Day,4,89,4,5,24,0
EMP1255,50,28,19953,Night,9,87,9,3,35,0
EMP1256,53,34,27185,Rotational,15,82,6,5,13,0
EMP1257,37,16,26674,Night,24,92,6,4,49,0
EMP1258,36,17,12386,Night,43,63,8,2,13,1
EMP1259,52,32,38617,Night,24,62,7,5,31,0
EMP1260,34,14,19192,Rotational,29,91,3,4,19,0
EMP1261,51,32,22745,Night,13,63,14,2,29,1
EMP1262,26,6,42020,Rotational,21,60,4,4,22,0
EMP1263,43,22,33159,Night,42,71,4,2,41,1
EMP1264,19,0,15409,Day,27,72,9,2,21,0
EMP1265,26,5,37745,Night,29,93,11,5,16,0
EMP1266,26,7,41455,Day,18,88,1,3,30,0
EMP1267,57,38,41166,Rotational,37,68,11,5,5,0
EMP1268,34,14,40072,Rotational,41,90,6,1,41,0
EMP1269,18,0,24109,Night,19,66,6,4,41,1
EMP1270,42,22,14484,Rotational,34,72,8,1,6,0
EMP1271,57,35,14597,Night,21,61,12,2,21,1
EMP1272,59,37,15983,Rotational,14,92,8,5,42,0
EMP1273,42,20,29040,Day,10,66,3,1,11,0
EMP1274,56,34,42554,Rotational,53,77,4,1,24,0
EMP1275,52,32,39916,Day,33,67,6,1,28,0
EMP1276,20,0,38372,Night,56,71,9,2,15,1
EMP1277,54,33,41048,Night,23,89,14,2,39,0
EMP1278,47,28,31669,Night,5,68,6,2,46,1
EMP1279,55,36,21777,Day,16,87,10,1,40,0
EMP1280,51,29,32968,Night,27,63,9,4,47,1
EMP1281,29,7,23292,Night,49,98,10,5,19,1
EMP1282,36,14,25923,Day,30,76,7,5,17,0
EMP1283,54,34,39703,Rotational,35,70,7,2,3,0
EMP1284,34,15,30657,Night,54,61,1,1,3,1
EMP1285,27,5,15629,Rotational,8,82,11,4,39,0
EMP1286,29,8,14114,Rotational,9,81,8,3,28,0
EMP1287,33,11,37574,Night,20,85,10,2,31,0
EMP1288,41,22,44349,Night,57,71,3,3,42,1
EMP1289,36,14,34257,Day,33,91,0,5,49,0
EMP1290,25,6,29973,Day,30,68,0,5,47,0
EMP1291,48,26,37737,Night,28,64,4,4,8,1
EMP1292,38,17,24047,Rotational,42,85,6,4,17,0
EMP1293,34,12,34113,Day,42,66,4,3,35,1
EMP1294,40,19,12694,Day,10,88,14,5,36,0
EMP1295,54,33,27588,Night,32,92,12,4,27,0
EMP1296,33,11,32067,Night,57,83,2,4,40,1
EMP1297,23,2,18704,Night,45,84,10,5,45,1
EMP1298,25,5,13971,Night,0,90,6,5,33,1
EMP1299,42,20,23441,Day,20,88,0,1,11,0
EMP1300,35,13,43476,Day,22,64,10,4,21,0
EMP1301,42,21,26677,Day,56,97,0,3,6,0
EMP1302,29,8,39818,Rotational,8,70,11,2,48,0
EMP1303,32,10,13868,Day,55,91,1,2,21,1
EMP1304,43,23,30055,Day,0,67,0,5,28,0
EMP1305,58,37,13728,Night,20,79,8,3,17,1
EMP1306,43,22,19632,Day,21,93,3,1,18,0
EMP1307,49,30,24043,Day,53,67,6,4,11,1
EMP1308,27,7,18403,Day,3,61,4,1,46,0
EMP1309,33,13,27732,Night,0,80,13,3,44,0
EMP1310,24,2,30526,Day,50,74,6,1,25,0
EMP1311,34,14,21340,Day,9,65,12,5,30,0
EMP1312,40,18,34394,Rotational,14,64,12,2,25,0
EMP1313,43,24,16102,Rotational,51,62,14,5,7,1
EMP1314,38,18,31159,Rotational,35,75,6,4,49,0
EMP1315,39,18,18212,Rotational,28,94,0,5,37,0
EMP1316,24,5,43824,Night,51,68,0,3,46,1
EMP1317,31,9,23525,Rotational,45,94,10,3,27,0
EMP1318,32,13,40760,Day,4,78,2,4,26,0
EMP1319,24,2,39457,Rotational,28,93,9,4,13,0
EMP1320,26,7,22532,Night,46,98,1,2,24,1
EMP1321,25,3,25518,Rotational,46,69,13,1,12,1
EMP1322,40,20,18476,Rotational,26,69,6,2,14,0
EMP1323,46,25,31743,Night,24,79,2,5,9,0
EMP1324,35,13,13004,Night,15,60,6,1,31,1
EMP1325,48,29,15271,Night,15,65,8,4,4,1
EMP1326,47,25,12209,Night,35,61,11,3,19,1
EMP1327,56,34,37463,Night,24,97,10,5,1,0
EMP1328,52,30,17539,Night,40,92,0,2,29,1
EMP1329,35,16,31977,Day,0,62,14,4,45,0
EMP1330,59,38,20606,Rotational,4,95,2,1,6,0
EMP1331,56,36,15148,Rotational,40,72,12,1,1,0
EMP1332,34,13,17607,Night,19,94,10,3,25,1
EMP1333,31,9,31586,Night,4,74,14,4,27,0
EMP1334,48,29,41250,Day,35,81,14,4,22,0
EMP1335,41,20,30594,Day,28,63,5,5,17,0
EMP1336,52,30,19399,Night,47,76,14,5,29,1
EMP1337,51,31,37117,Day,33,64,12,1,3,0
EMP1338,20,0,19498,Day,57,80,8,2,17,0
EMP1339,54,34,21628,Night,47,83,4,1,2,1
EMP1340,57,35,12329,Night,17,90,2,5,32,1
EMP1341,43,24,19032,Night,1,99,7,5,22,0
EMP1342,40,19,32622,Night,15,89,12,5,39,0
EMP1343,56,36,40584,Rotational,28,66,13,1,33,0
EMP1344,32,10,16722,Rotational,32,66,11,4,22,1
EMP1345,21,0,29772,Night,15,86,4,2,47,0
EMP1346,46,25,32569,Day,34,83,14,2,4,0
EMP1347,39,19,15235,Night,46,78,5,5,38,1
EMP1348,42,20,16576,Rotational,42,93,12,3,13,1
EMP1349,30,9,38707,Day,41,81,1,1,23,0
EMP1350,35,16,42285,Rotational,16,86,3,4,13,0
EMP1351,50,31,36154,Night,3,65,0,5,20,1
EMP1352,33,14,32054,Rotational,48,69,14,3,33,1
EMP1353,59,39,29165,Rotational,3,90,13,5,34,0
EMP1354,19,0,26439,Rotational,50,84,12,3,38,0
EMP1355,52,31,34515,Day,24,61,3,2,29,0
EMP1356,59,37,38962,Rotational,32,69,0,3,32,0
EMP1357,51,29,31464,Day,13,69,3,2,11,0
EMP1358,47,25,42413,Night,23,85,13,2,18,0
EMP1359,30,9,32269,Night,10,64,1,1,45,1
EMP1360,30,8,43541,Rotational,24,81,5,3,21,0
EMP1361,35,14,20009,Day,27,63,5,4,12,0
EMP1362,49,28,29007,Night,6,93,7,4,39,0
EMP1363,49,30,38462,Day,48,66,8,3,20,1
EMP1364,52,30,23542,Day,35,76,7,1,7,0
EMP1365,56,37,29434,Rotational,9,70,0,4,27,0
EMP1366,46,26,41765,Rotational,48,67,12,5,7,1
EMP1367,46,26,35769,Day,35,87,2,4,2,0
EMP1368,33,13,34465,Day,30,92,5,1,43,0
EMP1369,27,6,33868,Rotational,18,84,0,2,33,0
EMP1370,47,26,32156,Day,17,80,7,2,21,0
EMP1371,42,21,32300,Rotational,48,71,13,2,29,0
EMP1372,56,34,25435,Day,5,85,5,1,32,0
EMP1373,37,18,16114,Rotational,27,88,0,2,45,0
EMP1374,22,1,20095,Day,6,97,9,2,12,0
EMP1375,18,0,15951,Rotational,37,94,1,1,13,0
EMP1376,47,28,33468,Day,56,96,5,5,39,0
EMP1377,20,1,39073,Night,11,88,9,4,44,0
EMP1378,31,9,14768,Night,40,83,13,1,49,1
EMP1379,47,25,37351,Day,49,74,7,1,40,0
EMP1380,21,1,27445,Night,33,65,4,3,3,1
EMP1381,35,15,13160,Day,24,91,0,2,39,0
EMP1382,54,35,34361,Day,16,93,13,5,8,0
EMP1383,42,22,19041,Night,52,95,9,3,46,1
EMP1384,18,0,30767,Day,32,79,1,5,46,0
EMP1385,32,10,22846,Rotational,22,71,3,2,2,0
EMP1386,26,4,31924,Day,8,94,3,2,6,0
EMP1387,32,10,25882,Day,5,97,6,2,48,0
EMP1388,41,20,26738,Night,1,76,1,4,41,0
EMP1389,21,2,33019,Rotational,37,86,6,5,15,0
EMP1390,29,7,13095,Day,8,76,6,5,47,0
EMP1391,54,35,26123,Day,2,70,6,3,12,0
EMP1392,54,34,40132,Day,15,98,12,1,41,0
EMP1393,23,3,13079,Day,24,61,2,2,48,1
EMP1394,56,34,41657,Day,23,61,5,2,32,0
EMP1395,41,22,44375,Day,46,88,11,3,6,0
EMP1396,28,6,36754,Rotational,28,83,5,5,27,0
EMP1397,30,10,43153,Rotational,43,83,3,4,47,0
EMP1398,51,29,30344,Day,54,75,0,5,13,0
EMP1399,42,23,16979,Day,39,90,8,4,23,0
EMP1400,24,4,13212,Night,25,68,1,4,10,1
EMP1401,21,0,21001,Rotational,37,86,8,5,14,0
EMP1402,25,5,25248,Rotational,34,73,7,2,3,0
EMP1403,37,16,27608,Day,22,84,0,4,12,0
EMP1404,46,24,43368,Rotational,3,81,10,3,25,0
EMP1405,27,5,17283,Rotational,58,94,6,3,1,1
EMP1406,51,32,37854,Night,41,92,12,4,32,1
EMP1407,43,22,22715,Night,13,86,9,2,24,0
EMP1408,58,36,28165,Rotational,52,99,2,4,48,0
EMP1409,20,0,38797,Rotational,55,85,9,3,42,0
EMP1410,23,1,22584,Rotational,46,78,12,3,9,0
EMP1411,22,2,26780,Day,38,98,9,5,1,0
EMP1412,22,0,33573,Night,6,85,13,2,42,0
EMP1413,40,21,12526,Day,7,65,13,5,39,1
EMP1414,26,6,19855,Night,41,62,13,1,10,1
EMP1415,52,33,41482,Night,50,65,8,4,44,1
EMP1416,37,17,28571,Night,18,87,4,5,43,0
EMP1417,59,38,43740,Rotational,1,62,10,2,41,0
EMP1418,52,33,31142,Night,46,72,2,4,30,1
EMP1419,35,13,37104,Day,0,72,7,4,5,0
EMP1420,34,13,20625,Night,41,72,11,4,4,1
EMP1421,41,19,27926,Day,37,60,2,4,45,0
EMP1422,20,0,43218,Night,53,99,6,4,8,1
EMP1423,49,29,38380,Night,12,96,13,2,16,0
EMP1424,52,30,32566,Rotational,41,90,6,1,1,0
EMP1425,55,33,41717,Day,43,76,6,3,49,0
EMP1426,30,9,37135,Night,23,68,13,1,15,1
EMP1427,42,20,40164,Night,31,72,11,3,24,0
EMP1428,26,7,20953,Day,29,96,0,5,15,0
EMP1429,21,2,15574,Night,5,73,10,4,6,1
EMP1430,31,9,32169,Rotational,37,70,4,5,2,0
EMP1431,54,35,33604,Day,32,84,11,5,5,0
EMP1432,51,29,36134,Rotational,43,90,10,3,39,0
EMP1433,28,7,35202,Day,54,73,0,2,41,0
EMP1434,58,39,12684,Day,22,66,6,4,34,1
EMP1435,20,1,20007,Day,9,83,12,5,39,0
EMP1436,45,23,21255,Night,56,95,12,1,32,1
EMP1437,46,27,44262,Day,45,62,7,4,29,1
EMP1438,26,6,30093,Day,14,85,6,2,29,0
EMP1439,20,0,17782,Day,59,85,0,4,24,1
EMP1440,42,21,13234,Rotational,22,60,2,5,46,1
EMP1441,51,32,43996,Day,55,74,14,1,31,0
EMP1442,29,10,41204,Night,35,70,9,5,24,0
EMP1443,59,39,29152,Day,56,96,2,2,15,0
EMP1444,26,6,37019,Day,0,66,14,3,12,0
EMP1445,32,13,31488,Rotational,7,71,6,1,20,0
EMP1446,57,38,31689,Night,2,97,3,2,4,0
EMP1447,42,22,40506,Night,13,62,11,2,13,1
EMP1448,22,0,29715,Night,16,85,2,5,41,0
EMP1449,28,8,25765,Day,33,89,5,5,44,0
EMP1450,51,29,33942,Day,46,91,11,5,10,0
EMP1451,41,20,32478,Night,5,95,9,3,41,0
EMP1452,32,11,34551,Night,4,96,5,4,23,0
EMP1453,55,35,40072,Rotational,45,77,9,4,7,0
EMP1454,25,3,14892,Night,50,60,4,5,12,1
EMP1455,22,2,36395,Day,40,80,11,5,48,1
EMP1456,43,23,30756,Day,39,87,14,3,15,1
EMP1457,35,13,34174,Day,28,75,5,4,7,0
EMP1458,23,3,12797,Rotational,34,87,2,3,8,0
EMP1459,54,33,20209,Night,17,81,13,2,7,0
EMP1460,30,11,33346,Day,39,78,14,4,43,0
EMP1461,45,26,40024,Rotational,47,60,12,5,4,1
EMP1462,22,2,41414,Rotational,29,90,9,1,7,0
EMP1463,30,8,17947,Day,14,93,4,2,45,0
EMP1464,34,12,21617,Rotational,52,99,8,1,41,0
EMP1465,57,36,32704,Rotational,14,65,3,3,30,0
EMP1466,49,27,40702,Day,15,87,10,3,18,0
EMP1467,46,24,13892,Rotational,56,62,1,3,30,1
EMP1468,20,0,41754,Day,32,90,4,5,7,0
EMP1469,57,37,15424,Day,9,75,2,3,48,0
EMP1470,51,32,25418,Rotational,18,76,11,1,23,0
EMP1471,57,36,41886,Day,36,86,14,2,37,0
EMP1472,44,24,35057,Day,49,83,2,5,7,0
EMP1473,30,9,16833,Night,2,79,3,2,38,1
EMP1474,50,30,21894,Day,35,91,11,3,29,0
EMP1475,23,2,12565,Night,3,94,3,4,34,1
EMP1476,41,21,30402,Night,10,72,4,5,39,0
EMP1477,36,15,22315,Night,40,79,6,3,41,0
EMP1478,33,13,24834,Night,32,61,3,5,45,1
EMP1479,57,36,14314,Rotational,27,63,10,4,49,1
EMP1480,45,26,15883,Rotational,31,86,6,1,49,0
EMP1481,50,31,22051,Day,56,84,8,1,47,0
EMP1482,58,36,23695,Day,15,63,2,1,18,0
EMP1483,30,10,35123,Day,8,91,4,4,47,0
EMP1484,42,21,19902,Rotational,10,76,3,2,43,0
EMP1485,59,39,29573,Night,5,60,14,4,25,1
EMP1486,53,34,41374,Rotational,58,92,8,4,27,0
EMP1487,44,24,24288,Rotational,48,89,4,3,27,0
EMP1488,55,34,18884,Day,26,64,9,1,12,1
EMP1489,24,4,22559,Day,11,71,1,5,23,0
EMP1490,22,1,30125,Day,21,97,9,2,17,0
EMP1491,48,29,15688,Night,39,91,0,5,44,1
EMP1492,40,21,35869,Night,47,97,6,3,7,1
EMP1493,59,40,16023,Rotational,36,76,10,3,24,0
EMP1494,27,5,29100,Night,20,99,0,2,7,0
EMP1495,49,30,19423,Day,32,91,7,5,29,0
EMP1496,47,27,24213,Night,16,83,14,2,28,0
EMP1497,56,34,40460,Night,55,71,8,2,23,0
EMP1498,48,29,43017,Night,28,90,6,1,10,0
EMP1499,35,15,38502,Night,52,78,8,5,16,1
EMP1500,53,33,42990,Day,39,88,9,1,43,0
EMP1501,19,0,31515,Day,9,80,5,1,48,0
EMP1502,31,10,41991,Rotational,17,85,14,1,34,0
EMP1503,30,8,19634,Rotational,46,87,14,4,25,0
EMP1504,46,26,23498,Rotational,51,76,6,3,2,0
EMP1505,29,8,22916,Night,12,68,2,3,5,1
EMP1506,56,37,41377,Night,26,80,13,4,14,0
EMP1507,19,0,13391,Day,9,93,13,2,31,0
EMP1508,49,28,26184,Rotational,31,70,8,5,40,0
EMP1509,30,10,39114,Day,40,79,2,5,6,0
EMP1510,44,22,23882,Rotational,44,98,5,5,28,0
EMP1511,58,36,29273,Rotational,2,75,3,1,9,0
EMP1512,34,15,29129,Rotational,21,88,8,5,6,0
EMP1513,57,37,12427,Night,26,60,0,5,17,1
EMP1514,48,27,43416,Rotational,54,77,8,5,40,0
EMP1515,51,32,12731,Rotational,2,81,11,3,35,0
EMP1516,41,21,12799,Night,32,67,3,4,12,0
EMP1517,52,33,40873,Rotational,1,66,9,2,45,0
EMP1518,23,2,19025,Night,10,84,4,4,18,0
EMP1519,36,17,26481,Night,45,89,10,5,43,1
EMP1520,47,28,37411,Day,9,93,12,2,34,0
EMP1521,24,5,43358,Night,38,70,0,2,46,0
EMP1522,27,7,26961,Night,54,74,13,4,1,1
EMP1523,58,37,33767,Night,59,94,0,4,15,1
EMP1524,49,27,33392,Rotational,32,82,5,4,18,0
EMP1525,51,31,25262,Day,57,80,9,4,22,0
EMP1526,45,23,17229,Rotational,6,87,14,1,18,0
EMP1527,32,10,35772,Night,14,72,12,3,49,0
EMP1528,47,27,30799,Night,25,93,14,3,1,0
EMP1529,54,34,35555,Day,10,97,14,5,46,1
EMP1530,46,25,38616,Day,37,65,0,1,20,0
EMP1531,39,18,31333,Night,26,63,12,2,48,1
EMP1532,21,2,16261,Night,53,64,1,4,36,1
EMP1533,37,15,15466,Rotational,38,99,12,5,38,0
EMP1534,49,28,15088,Night,6,65,13,2,25,1
EMP1535,53,34,13115,Rotational,0,80,2,3,16,0
EMP1536,21,0,16578,Day,9,87,6,2,20,0
EMP1537,44,24,14590,Rotational,20,62,1,4,38,1
EMP1538,34,13,19372,Night,14,82,4,4,47,0
EMP1539,29,7,15573,Rotational,29,67,8,3,33,1
EMP1540,39,18,14978,Rotational,29,78,11,4,7,0
EMP1541,34,12,21422,Day,7,70,11,1,23,0
EMP1542,27,7,35697,Rotational,23,69,9,5,11,0
EMP1543,18,0,42820,Night,18,87,7,3,33,0
EMP1544,39,18,16925,Rotational,2,79,11,3,40,0
EMP1545,43,24,41430,Rotational,54,87,7,2,46,0
EMP1546,35,15,40834,Rotational,14,88,10,3,5,0
EMP1547,31,10,36435,Night,35,67,1,5,45,1
EMP1548,46,26,33676,Rotational,5,78,0,1,47,0
EMP1549,29,9,31814,Night,56,80,8,2,41,1
EMP1550,53,32,26716,Rotational,41,77,9,5,8,0
EMP1551,52,31,39528,Day,49,68,11,3,17,1
EMP1552,29,10,13995,Day,47,63,3,4,18,1
EMP1553,24,4,34414,Day,17,84,8,4,27,0
EMP1554,46,26,25844,Night,37,93,10,5,31,0
EMP1555,28,7,27522,Night,18,68,13,1,4,1
EMP1556,50,28,20498,Night,48,68,11,4,2,1
EMP1557,23,2,14102,Rotational,49,77,10,5,5,1
EMP1558,32,12,20524,Night,29,70,6,2,17,0
EMP1559,49,28,42846,Night,12,72,11,3,39,0
EMP1560,28,9,20107,Night,38,97,5,1,32,0
EMP1561,40,18,30268,Night,51,68,9,1,29,1
EMP1562,43,22,36399,Day,11,75,12,2,16,0
EMP1563,51,32,21624,Rotational,33,63,8,1,1,0
EMP1564,51,31,39126,Day,58,93,9,5,12,0
EMP1565,46,25,35131,Rotational,11,66,3,1,19,0
EMP1566,21,1,32714,Rotational,43,74,13,1,9,0
EMP1567,34,15,30570,Day,23,97,0,1,48,0
EMP1568,52,32,24482,Night,3,70,4,5,7,0
EMP1569,30,11,33040,Day,35,91,12,3,30,0
EMP1570,58,39,25407,Rotational,49,86,5,4,15,0
EMP1571,56,37,26166,Rotational,47,89,5,1,44,0
EMP1572,32,11,18572,Night,13,76,11,2,4,0
EMP1573,46,26,38972,Day,16,95,0,2,6,0
EMP1574,46,26,34923,Rotational,48,78,14,5,38,0
EMP1575,28,6,13909,Day,2,66,6,3,47,1
EMP1576,49,27,44848,Night,37,80,7,1,35,0
EMP1577,19,0,14083,Night,22,87,11,5,2,1
EMP1578,31,9,29140,Rotational,12,62,4,4,5,0
EMP1579,37,17,14670,Night,8,73,1,3,8,1
EMP1580,39,20,26691,Rotational,20,61,1,3,30,0
EMP1581,28,9,37595,Rotational,40,88,10,5,48,0
EMP1582,44,23,20630,Night,7,77,4,2,19,0
EMP1583,20,1,43250,Night,16,96,6,3,30,0
EMP1584,34,14,40798,Day,15,83,6,2,31,0
EMP1585,45,25,23982,Day,15,71,12,3,16,0
EMP1586,46,26,20655,Rotational,58,91,3,3,38,0
EMP1587,38,17,30582,Day,27,77,10,3,22,0
EMP1588,33,11,16008,Rotational,50,72,13,4,33,1
EMP1589,54,35,12496,Night,55,63,2,2,22,1
EMP1590,37,17,35212,Night,15,82,8,4,8,0
EMP1591,23,3,32637,Day,56,69,11,2,37,1
EMP1592,36,14,28877,Rotational,45,64,13,4,12,1
EMP1593,22,2,29810,Rotational,51,99,13,4,5,0
EMP1594,20,1,21884,Day,45,73,6,4,25,0
EMP1595,18,0,14723,Rotational,13,93,1,5,29,0
EMP1596,55,35,16761,Rotational,45,87,0,4,13,1
EMP1597,32,13,19630,Night,43,67,10,3,26,1
EMP1598,51,31,28375,Rotational,37,75,1,1,22,0
EMP1599,52,30,37218,Rotational,19,90,12,4,29,0
EMP1600,42,22,42565,Rotational,44,66,11,1,12,1
EMP1601,41,21,44975,Day,47,62,2,1,48,1
EMP1602,29,8,39073,Day,40,88,4,3,46,0
EMP1603,35,13,16190,Day,33,95,13,1,43,0
EMP1604,32,10,13883,Rotational,53,98,14,1,28,1
EMP1605,33,12,14886,Rotational,58,63,2,1,9,1
EMP1606,44,24,20953,Day,28,68,9,2,10,0
EMP1607,25,6,20381,Day,2,76,8,4,48,0
EMP1608,42,20,35238,Rotational,9,79,9,4,42,0
EMP1609,34,12,25795,Rotational,19,73,3,1,26,0
EMP1610,46,26,42428,Night,1,88,6,3,36,0
EMP1611,25,5,21638,Day,26,72,3,2,40,0
EMP1612,32,10,16931,Rotational,31,95,2,3,11,0
EMP1613,44,24,38411,Day,55,76,9,3,6,0
EMP1614,24,5,32534,Day,9,63,0,1,4,0
EMP1615,20,0,41181,Day,39,79,13,5,27,0
EMP1616,46,27,31996,Night,16,70,11,1,24,0
EMP1617,41,22,18553,Rotational,57,81,8,5,5,0
EMP1618,20,0,30073,Rotational,53,67,12,2,3,1
EMP1619,37,18,19130,Day,32,87,10,5,7,0
EMP1620,32,12,41405,Rotational,5,89,0,1,24,0
EMP1621,42,21,17789,Night,38,92,10,1,22,0
EMP1622,47,27,40930,Day,46,92,12,3,12,0
EMP1623,31,12,29529,Night,17,95,0,1,35,0
EMP1624,24,3,19942,Night,8,86,14,1,17,0
EMP1625,34,14,19548,Rotational,7,79,0,4,3,0
EMP1626,37,18,30296,Rotational,24,92,13,4,11,0
EMP1627,53,31,44244,Night,30,84,4,3,6,0
EMP1628,26,4,12296,Rotational,41,78,6,5,43,1
EMP1629,55,35,14409,Night,3,80,6,5,36,1
EMP1630,39,19,42846,Night,19,92,9,4,17,0
EMP1631,19,0,39167,Day,27,62,0,2,22,0
EMP1632,41,22,40991,Night,39,73,5,4,1,0
EMP1633,25,6,29801,Night,0,74,8,2,44,0
EMP1634,28,9,19358,Rotational,39,92,5,5,3,0
EMP1635,30,10,34588,Day,54,81,14,4,16,0
EMP1636,34,13,29671,Rotational,43,60,3,1,35,1
EMP1637,25,4,29502,Day,22,90,14,2,14,0
EMP1638,38,17,37128,Rotational,56,94,9,2,49,0
