Employee_ID,Age,Gender,Department,Shift_Type,Years_of_Service,Wages,Overtime_Hours,Job_Satisfaction,Attendance_Rate,Fatigue_Score,Overtime_Trend,Attrition
EMP0251,24,Male,Maintenance,Day,4,34824,19,4,84.7134729020785,31.89748973294191,0.10810332569200187,0
EMP0252,20,Male,Logistics,Day,12,19056,34,2,73.59240365501596,47.985669213960726,0.2510971733022966,1
EMP0253,34,Female,Maintenance,Day,7,15305,17,5,94.07968732456659,31.759305048042915,-1.912117103366789,0
EMP0254,50,Female,Production,Night,4,29347,23,4,77.40896237401188,65.06050309610669,4.635273577347757,0
EMP0255,29,Male,Production,Day,7,43112,7,3,96.98837468116946,19.72645042355484,-2.814586886984805,0
EMP0256,39,Male,Logistics,Day,7,41299,29,2,97.32472660991189,58.310046629595604,-2.5962078073743156,1
EMP0257,39,Male,Logistics,Day,1,16689,9,2,98.2993033562245,19.785573781005034,2.6284531514071583,0
EMP0258,47,Male,Maintenance,Night,6,41093,22,5,85.6069146730927,64.13049897257129,1.4265325015930848,0
EMP0259,55,Female,Maintenance,Evening,9,18917,10,5,90.31281354350934,30.033478867760152,-2.0519296349615557,0
EMP0260,55,Male,Production,Day,2,38464,1,1,93.3554764018499,19.857925412849468,1.2145780302033857,1
EMP0261,25,Male,Logistics,Evening,14,39995,25,1,73.93043855951397,47.39071626278938,2.9357008899946195,1
EMP0262,44,Male,Logistics,Night,3,17936,35,1,88.02871584992492,79.83615686902138,-0.06052611519397151,1
EMP0263,44,Female,Logistics,Night,10,18862,32,5,71.02893703909935,79.17556182154928,5.197645800149164,0
EMP0264,51,Male,Maintenance,Night,5,29506,12,1,84.92698250166177,42.23286185709397,-3.448123621736071,1
EMP0265,38,Male,Logistics,Night,9,43805,39,1,74.64528044860683,82.19194493772086,1.3876469077182043,1
EMP0266,47,Male,Production,Evening,4,29318,24,3,75.48768777886254,56.84431712603151,2.3330566724420065,1
EMP0267,50,Male,Production,Day,1,30300,3,1,80.95142700077804,13.834984180349682,1.7826878032104934,1
EMP0268,45,Male,Maintenance,Night,4,41026,18,2,82.97311500149509,44.3955385874692,-0.40871145329129666,1
EMP0269,50,Male,Quality Control,Night,6,42672,17,5,88.69517273596561,61.21503527292455,-0.5808829640222988,0
EMP0270,22,Male,Maintenance,Evening,5,20649,36,4,72.23285255315547,61.05117767831432,0.8882903421745147,0
EMP0271,36,Male,Quality Control,Evening,14,34645,29,3,85.11075283712334,56.493780254687714,1.6315089733041388,1
EMP0272,21,Male,Logistics,Night,13,40740,18,5,75.47875390759303,51.98003334725564,1.2049468725647265,0
EMP0273,52,Male,Maintenance,Day,1,41445,22,5,87.21925525095226,40.357530481343986,2.0801157815867786,0
EMP0274,34,Male,Production,Day,4,33203,15,2,89.1221383678355,24.26066043388935,-2.0377399141334704,0
EMP0275,45,Male,Logistics,Night,6,42281,0,1,86.70127769658562,25.268686483874166,-0.4555419582472693,1
EMP0276,47,Female,Production,Evening,13,30674,11,2,92.14886531434922,21.93461801043805,-1.8800318642475082,0
EMP0277,46,Male,Logistics,Night,15,43091,23,1,80.06827732722704,57.260469615660405,-0.7722255521722833,1
EMP0278,23,Male,Maintenance,Night,10,32726,33,1,92.95319774899393,70.32519332157702,2.0304417836286106,1
EMP0279,52,Male,Quality Control,Evening,10,20560,7,5,82.98301245124581,24.55024051587418,0.21596784145045766,0
EMP0280,54,Male,Logistics,Night,14,30451,17,1,84.5255349496779,43.582745284071265,5.2137183262995395,1
EMP0281,41,Female,Quality Control,Night,4,33610,4,3,89.44306381783214,37.170889781020065,0.3868127343794339,0
EMP0282,46,Male,Logistics,Night,15,16079,25,3,70.55075151997671,62.21769076974588,0.11938376115947254,1
EMP0283,48,Female,Production,Evening,14,44850,29,3,89.61982664260745,65.25576058880871,0.21236583888043256,1
EMP0284,52,Male,Production,Day,9,28983,12,5,88.55755447216346,27.099818749097775,-1.2756173857198718,0
EMP0285,50,Male,Logistics,Day,5,35590,18,2,79.2954135025984,32.59994009154618,-0.11567322475518749,1
EMP0286,38,Female,Quality Control,Evening,8,37664,28,4,72.57382854698469,55.9459046012758,2.2555760542232917,0
EMP0287,49,Female,Maintenance,Day,9,30327,2,1,72.72806349739123,11.721064368358903,0.2279413362555447,1
EMP0288,40,Female,Maintenance,Night,10,27755,25,4,97.69671240955685,54.61119271004321,-1.5869194597669427,0
EMP0289,50,Female,Production,Day,5,42355,39,2,90.6783796367751,75.84892129393748,-1.8501692409572703,1
EMP0290,20,Male,Maintenance,Night,6,42104,11,2,73.81307841312221,32.38864888553002,-0.9004037833316868,1
EMP0291,35,Female,Production,Day,1,22235,1,5,80.7016950792672,0.0,0.14772686882176075,0
EMP0292,42,Male,Maintenance,Evening,11,32197,10,3,87.7744898170479,35.04083026978666,2.387173070952524,0
EMP0293,48,Female,Logistics,Day,12,44944,27,3,95.06715115271946,47.57850992093689,-2.6809772827328735,0
EMP0294,20,Male,Production,Day,15,36473,17,2,71.30982786139026,26.460880536921877,-0.6396525557775125,1
EMP0295,41,Female,Production,Day,7,17031,12,5,77.09899394410027,17.37306206485013,0.2886200388701577,0
EMP0296,49,Male,Logistics,Evening,4,23514,36,5,96.6924697088614,77.50470743298496,-3.667411535258869,0
EMP0297,39,Male,Production,Day,11,42545,21,1,70.2749665055145,32.85259706395156,-1.6671965659328127,1
EMP0298,40,Male,Maintenance,Evening,2,24095,11,3,76.04197308381663,29.79224740352825,-1.3597770794723727,0
EMP0299,19,Female,Maintenance,Night,5,41117,1,2,98.77072527918898,24.863101612702202,-1.5919407477009966,0
EMP0300,44,Male,Production,Day,12,29287,36,4,88.40205539566513,64.90858466501548,0.3837790900432948,0
EMP0301,19,Male,Maintenance,Evening,3,20911,6,3,77.85014099912519,17.50172844003904,-0.3211192190035948,0
EMP0302,43,Male,Quality Control,Evening,6,26695,25,1,72.00973283187543,42.59167070856292,-1.1105722052020726,1
EMP0303,34,Male,Production,Day,8,34037,25,5,70.84574021341666,40.25137582116358,0.85592525310527,0
EMP0304,50,Female,Logistics,Night,7,42052,23,2,77.34235238910782,60.43900169021261,3.4461494352924995,1
EMP0305,26,Male,Quality Control,Evening,3,18340,11,3,96.44457458766732,22.764129650065016,3.278513033483504,0
EMP0306,46,Female,Production,Day,8,22876,15,4,82.47740962892529,32.71679729999384,-3.8455435441246726,0
EMP0307,43,Male,Logistics,Night,2,30896,22,1,91.61000107497979,60.00871704407571,1.1541443676702792,1
EMP0308,52,Male,Maintenance,Evening,10,27435,39,1,97.54855106139874,78.71251442900052,-0.35604658012767687,1
EMP0309,42,Female,Logistics,Evening,9,16141,8,3,82.2412138480845,19.26910321093658,0.3103106857307126,0
EMP0310,41,Male,Quality Control,Night,4,40425,31,4,75.73832113112191,80.68323027489477,-0.7965660670850971,1
EMP0311,30,Male,Maintenance,Night,1,39942,14,1,85.51353792570758,45.837396722770656,0.23517725977440448,1
EMP0312,24,Male,Production,Day,8,34281,36,2,97.24251061179564,58.791429231654675,0.30281479214403745,1
EMP0313,53,Female,Maintenance,Day,7,24281,12,1,94.13123242413101,34.047682915383206,-1.1579035146978462,1
EMP0314,37,Male,Production,Evening,11,35425,4,4,71.97489530089462,30.227038859999865,-1.7927350956503616,0
EMP0315,18,Female,Production,Night,13,17038,10,5,90.77718400232746,26.406399494715654,-0.8973913652389685,0
EMP0316,25,Female,Logistics,Night,5,42436,9,5,87.15692567376861,32.373686787543235,0.46851852891353113,0
EMP0317,33,Male,Logistics,Night,10,19270,12,3,97.22389529039276,27.70784170063336,1.1979926833685282,0
EMP0318,31,Male,Logistics,Evening,13,25046,40,4,73.67444250550892,72.16325766324013,1.7066979546802932,1
EMP0319,29,Male,Quality Control,Night,5,19683,14,1,86.0210833961397,43.6269712096257,-0.9883800461338255,1
EMP0320,40,Male,Quality Control,Night,7,31878,6,1,96.38388080535677,31.8041894227862,0.5676891346054735,1
EMP0321,32,Male,Logistics,Evening,5,22116,39,5,82.30071360225229,66.62733214500845,1.925005183906597,0
EMP0322,45,Male,Quality Control,Day,8,44809,27,5,84.45984753198601,39.25242741905838,2.3311897902882563,0
EMP0323,51,Male,Maintenance,Day,11,42758,31,2,72.11382033000875,58.56766841705885,-0.11766570826304441,1
EMP0324,19,Female,Maintenance,Evening,13,16784,34,5,78.34430921346733,67.07717241957663,-0.4418634498792252,0
EMP0325,49,Female,Quality Control,Night,6,34894,14,2,79.73519947506841,42.84490772133284,0.38224846767278436,1
EMP0326,40,Female,Quality Control,Evening,13,18786,35,1,98.3536734623466,67.70029964511572,-2.2994149457948114,1
EMP0327,39,Male,Maintenance,Day,5,36650,20,2,78.48002081623477,29.959278432899744,-0.38721902207101616,1
EMP0328,42,Male,Production,Day,9,43706,5,2,83.82606205808956,18.18606531846257,1.4891727969462598,0
EMP0329,39,Male,Maintenance,Evening,11,24190,0,3,90.1391327069284,10.833088511276715,1.2838942588874023,0
EMP0330,39,Female,Maintenance,Evening,2,20428,3,5,74.86550117223632,13.487910246985429,-0.540535208727778,1
EMP0331,23,Male,Quality Control,Day,1,21681,10,2,84.59327161425624,15.798181793919348,0.4354364021743332,0
EMP0332,32,Female,Maintenance,Evening,8,21893,25,1,92.15617118427723,46.93194208983495,-1.649300680581375,1
EMP0333,54,Male,Quality Control,Day,12,44709,36,4,96.00565639081198,66.71216657846267,1.4069842964500496,0
EMP0334,50,Male,Quality Control,Evening,3,27661,22,2,88.78777823987281,41.439183994022414,-0.15564287227294618,1
EMP0335,25,Female,Logistics,Evening,14,29892,28,5,90.07160545950843,50.01442334216073,-0.5519029033922763,0
EMP0336,22,Male,Maintenance,Evening,11,24643,20,3,73.78850417753706,39.19264111000426,-0.7234476721867732,0
EMP0337,21,Female,Production,Day,12,24943,26,1,98.37329491739041,37.70480387734071,-0.1257877337997164,1
EMP0338,23,Female,Logistics,Evening,12,25472,38,3,73.97722232453447,75.58332600837508,-0.8957552898639167,1
EMP0339,49,Male,Quality Control,Day,12,27992,39,4,93.24018811545395,64.0325225996933,1.3162860720051266,0
EMP0340,47,Male,Quality Control,Day,7,36042,12,2,77.94448965334956,24.052815431832546,-0.7905670960323614,0
EMP0341,52,Male,Production,Evening,10,38466,22,2,98.00779431103754,43.50846025088751,3.1859281920547624,1
EMP0342,33,Female,Quality Control,Evening,13,26126,15,5,91.59878618108439,43.09240043569059,2.930421006962762,0
EMP0343,30,Male,Maintenance,Day,11,21869,29,2,92.61441138935106,52.26452614299741,-1.7830869797090094,1
EMP0344,47,Male,Logistics,Day,8,43310,3,1,76.5717751917965,9.21703996878179,0.13940853885856044,1
EMP0345,36,Male,Quality Control,Night,15,38991,39,4,83.29119929905482,86.23115779429985,-1.30131324267239,1
EMP0346,34,Female,Quality Control,Day,13,22669,15,3,88.53439583767859,30.30349347144439,-0.653295126377223,0
EMP0347,36,Male,Production,Night,13,26538,30,4,93.09920854619803,68.48626710555752,4.004854935289594,0
EMP0348,45,Female,Maintenance,Night,6,25065,24,2,73.11878127737168,58.27761395623774,-0.6151428342315984,1
EMP0349,43,Female,Quality Control,Night,12,37603,11,3,98.87095949363585,36.35292006521514,0.7204520741548575,0
EMP0350,54,Male,Production,Evening,10,35918,25,5,96.70662011663669,54.98883049527301,1.0826425880165567,0
EMP0351,43,Male,Quality Control,Evening,14,43379,36,4,78.11045771486754,64.87456385002204,-2.0012587449664814,1
EMP0352,40,Female,Production,Day,9,37363,32,3,94.68280729096996,65.08377814787552,-1.7101909488184097,1
EMP0353,26,Male,Production,Night,7,25171,27,3,85.5497176911947,54.35354447378448,-2.4120447428162377,1
EMP0354,29,Female,Maintenance,Evening,15,40274,8,3,83.85419444686056,30.480783864274727,-1.7719414677955538,0
EMP0355,18,Male,Quality Control,Evening,10,32696,11,1,79.43302317434217,24.543405756010998,-5.7000602186343645,1
EMP0356,18,Male,Maintenance,Evening,5,17962,4,4,87.42905759894778,16.09542867010553,1.0891648015872561,0
EMP0357,51,Female,Production,Evening,8,28851,27,3,91.89667353110794,59.86578883314718,4.10838768251214,1
EMP0358,49,Male,Logistics,Evening,15,34322,34,4,82.32798714888276,62.64875352497781,0.2956414780730539,0
EMP0359,42,Male,Quality Control,Night,2,27979,4,3,88.87657579024876,33.72124192349318,-2.832537718681215,0
EMP0360,18,Male,Logistics,Night,7,41876,33,5,90.9793876346591,54.562280723094105,-1.285552765799896,0
EMP0361,33,Male,Quality Control,Night,15,34581,33,5,91.33365451045857,67.5000523338903,-0.9177536900499939,0
EMP0362,22,Male,Maintenance,Night,4,20296,12,5,71.5589829439354,32.77968596329467,-2.0351695544267514,0
EMP0363,39,Male,Maintenance,Day,9,38588,38,2,95.79243417055201,58.53246993814119,1.7203652767903133,1
EMP0364,46,Female,Maintenance,Night,12,29745,13,3,83.74759944295144,42.62522580960525,1.6205200887506677,0
EMP0365,20,Male,Maintenance,Evening,1,20730,10,2,77.87248245088644,25.928749840908473,-2.3109035876353192,0
EMP0366,29,Male,Maintenance,Night,7,28921,37,4,77.25293522439044,79.81329999249652,1.450162088895016,1
EMP0367,43,Male,Logistics,Day,6,15126,3,2,84.49042338531851,14.304383786002038,3.0536253271545304,0
EMP0368,33,Female,Maintenance,Evening,8,20602,32,4,96.60494618406878,56.27153267553227,3.8051164104591195,0
EMP0369,54,Male,Production,Night,5,32575,6,4,81.3504274504794,36.64508218912583,5.730424046171925,0
EMP0370,39,Female,Production,Night,15,34023,40,4,92.4917724035063,83.42142847425426,-1.803985298886395,1
EMP0371,46,Male,Logistics,Night,1,27581,7,2,72.90456192961656,39.38028083968008,5.648440852790406,1
EMP0372,31,Male,Quality Control,Evening,1,43492,36,3,84.28170106453186,69.08468351465758,-0.7084127770175765,1
EMP0373,45,Male,Production,Evening,9,30997,9,2,99.75058421178207,27.652382069603146,-1.1849309107610286,0
EMP0374,22,Male,Quality Control,Day,15,32750,14,3,93.1131340837701,20.913734969193715,0.6541447497556906,0
EMP0375,47,Male,Logistics,Evening,10,24211,37,3,76.3158546532184,66.6352492208396,-1.1641226681860248,1
EMP0376,22,Male,Quality Control,Evening,6,37837,14,4,85.04324421093732,27.65105320180983,0.7980882812930522,0
EMP0377,29,Female,Quality Control,Night,10,29997,4,2,77.008742909457,25.22366833041872,-2.6401543754746033,0
EMP0378,33,Male,Quality Control,Evening,5,21671,28,3,82.28682781787528,54.94025213794877,-0.47750520412686864,1
EMP0379,43,Male,Quality Control,Night,15,38067,18,5,93.40252071204894,54.17587195064029,2.571164468723359,0
EMP0380,43,Male,Logistics,Night,1,27271,9,3,93.13674445871212,36.84440653492311,-0.11412258286231187,0
EMP0381,38,Female,Production,Evening,6,44090,11,5,76.84301133707156,29.180623939502365,0.28319157347976565,0
EMP0382,53,Male,Maintenance,Day,6,35923,3,2,97.66669954464581,15.81653152500002,0.950517209434623,0
EMP0383,50,Male,Quality Control,Day,3,23876,30,2,87.7770454829448,52.4204734343383,2.3413232586353203,1
EMP0384,47,Male,Production,Evening,13,43205,17,2,81.39772872886044,35.27303871178522,-3.310449424378866,1
EMP0385,54,Female,Production,Day,8,17887,15,3,85.05806742342583,24.522810513446448,1.1690481036748694,0
EMP0386,40,Male,Logistics,Night,14,24654,39,1,88.1521376031323,78.02425320961564,-0.5362782784835265,1
EMP0387,27,Male,Production,Night,15,19086,35,3,86.79671595537357,75.26572726633894,0.33327579062367707,1
EMP0388,22,Female,Logistics,Evening,1,33645,24,3,84.59215106608535,41.885442809802164,2.1199003395247527,0
EMP0389,53,Female,Quality Control,Day,1,19180,22,4,85.147984122682,42.410964812870304,-2.3883733028236884,0
EMP0390,51,Male,Quality Control,Day,6,17841,11,4,75.29235731283659,29.032156437061587,-2.025288882886179,0
EMP0391,48,Female,Maintenance,Night,10,41343,33,3,94.38198712914038,76.70344748211333,-3.8708599194276125,1
EMP0392,27,Male,Maintenance,Evening,13,43756,35,5,86.25280959823046,57.5023357391698,-1.0983178835275529,0
EMP0393,36,Male,Maintenance,Day,1,21040,36,4,73.9323958511411,66.18529678226821,2.660864688757633,0
EMP0394,49,Male,Production,Evening,6,34944,2,3,92.98471304748334,23.436750446777427,-0.24117437694693905,0
EMP0395,18,Male,Quality Control,Day,1,25304,8,1,97.97331935132053,9.950750713907201,-2.6802497913095715,1
EMP0396,22,Male,Logistics,Night,14,19758,17,5,98.41920697710887,40.78081565179423,-0.971357489150094,0
EMP0397,21,Female,Maintenance,Night,13,32010,34,2,81.07053197233517,76.15545341573096,-2.975723406981246,1
EMP0398,33,Male,Logistics,Evening,6,43735,33,3,74.06550620682262,60.3657323937235,-2.2503722034623235,1
EMP0399,41,Male,Logistics,Night,3,42990,40,3,85.55198879899196,72.10111026274075,0.7776378205274266,1
EMP0400,33,Male,Maintenance,Day,14,31234,13,5,73.37827688047662,19.10159247633657,-2.3477466526120576,0
EMP0401,19,Female,Quality Control,Night,14,20014,3,4,98.01962255537852,22.053151874137594,2.2252686104066037,0
EMP0402,45,Male,Maintenance,Evening,15,16375,28,4,75.50738882065438,50.18478674857699,-0.142240581660672,0
EMP0403,49,Male,Logistics,Evening,8,16181,40,4,77.58297579853492,72.73288114681779,0.17118940788905088,1
EMP0404,44,Male,Maintenance,Evening,13,37092,14,2,82.19909580654911,34.96198106841789,-0.5567459352157881,1
EMP0405,37,Male,Logistics,Day,15,15490,27,5,81.49493405677377,55.21127302017364,1.5456956770874464,0
EMP0406,41,Female,Logistics,Day,6,18729,15,5,93.83988677193668,29.247730418861057,1.5663197755540215,0
EMP0407,29,Female,Maintenance,Day,13,20974,11,4,83.68950461652886,27.662708997863795,0.6701087038243428,0
EMP0408,52,Male,Production,Day,11,34918,4,4,75.12304780010011,23.54380081018385,1.1295782118152962,0
EMP0409,50,Female,Maintenance,Day,13,34680,33,1,78.01629686458222,66.67154834676037,-0.42417933984085127,1
EMP0410,50,Male,Production,Night,1,33324,0,1,85.27340155562567,26.423772966927842,1.084406013818097,1
EMP0411,54,Female,Logistics,Day,15,43984,38,3,74.42361752278404,57.98355426080513,-0.6757555509476135,1
EMP0412,29,Male,Logistics,Day,5,36398,31,3,88.34967026938043,54.60412432701932,0.004463244324804001,1
EMP0413,20,Male,Production,Night,8,16882,25,5,86.97241919653437,61.741999439067705,-0.5492874987325949,0
EMP0414,18,Male,Logistics,Day,3,36292,16,5,91.44106949146773,27.194664472822915,-0.9144370786383919,0
EMP0415,50,Male,Production,Evening,12,17987,26,2,98.13113846138103,62.722919350376245,-1.3782235954435804,1
EMP0416,27,Male,Production,Day,6,20585,23,2,97.36763683303467,44.19916780733729,0.935380207717771,1
EMP0417,46,Male,Logistics,Day,5,18159,34,1,98.38226854206493,63.04136688576392,2.6212118256269266,0
EMP0418,30,Male,Quality Control,Evening,6,44998,38,3,77.34146791071103,73.43190355602918,2.342203943339119,1
EMP0419,29,Female,Production,Evening,10,44351,25,1,73.94695919918064,49.966849256304386,-2.513130671890871,1
EMP0420,48,Male,Maintenance,Evening,1,19530,37,1,79.06830101489345,57.635947503023225,2.5784061028137466,1
EMP0421,19,Male,Maintenance,Evening,7,32065,22,3,96.85255518298943,39.30430524264817,-0.6363170032358577,0
EMP0422,52,Female,Logistics,Day,9,36638,21,2,99.16160423870465,47.88584013623927,1.2014660302911833,1
EMP0423,40,Male,Quality Control,Evening,2,16073,3,3,95.77974853211428,13.462043299508519,-1.812430664094422,0
EMP0424,34,Male,Logistics,Evening,10,28743,8,4,73.30053163382631,22.682637473815305,0.28395982774801065,0
EMP0425,43,Male,Quality Control,Night,15,33771,3,4,98.4228399417938,22.875818430484646,0.6274463657938142,0
EMP0426,25,Female,Production,Evening,5,41970,6,4,82.70074082052358,27.919612976008843,-2.9692095838393056,0
EMP0427,46,Male,Production,Evening,10,17693,22,5,70.27930872287061,55.60746228709008,1.2165343326883786,0
EMP0428,43,Male,Production,Night,4,24562,1,2,83.2718122224458,20.680655524296355,2.6918700156766304,0
EMP0429,27,Female,Production,Night,6,44320,23,2,71.38207509026402,55.63649000194542,-0.34929589136325584,1
EMP0430,43,Female,Maintenance,Day,6,19340,39,5,86.31633763483353,63.69752976117976,2.720336261656026,0
EMP0431,51,Male,Maintenance,Night,11,17156,30,1,80.15662082311154,73.2747231951569,-0.37938698690481504,1
EMP0432,24,Male,Logistics,Day,2,31184,30,4,84.20304800782147,52.34841538621164,1.6991690620932345,0
EMP0433,21,Male,Quality Control,Night,2,22966,39,4,88.3951108222935,81.75852785806633,-4.437139931902199,1
EMP0434,28,Female,Production,Night,4,17580,33,1,96.0640328745346,71.75959223853943,4.837555558626927,1
EMP0435,46,Male,Production,Day,1,22257,23,3,89.85704729415787,58.377031031942344,2.990916490485914,0
EMP0436,53,Male,Quality Control,Night,9,43967,25,3,83.02146605434542,57.960381174946306,-0.5692510085073578,1
EMP0437,42,Female,Quality Control,Day,14,17159,15,2,94.58283561011095,22.346983227817425,-3.944178053287636,0
EMP0438,38,Male,Logistics,Night,14,31172,12,5,97.16746412719397,38.6345489964927,0.5760567366109783,0
EMP0439,53,Male,Quality Control,Evening,13,28900,14,2,73.59279899296591,28.760058672198664,-2.8878510941475137,1
EMP0440,27,Male,Production,Night,7,26440,26,3,85.95798932658374,51.937688649970035,0.889707075114976,0
EMP0441,54,Male,Production,Day,12,29678,3,1,78.53535879227333,10.293426729010166,0.8231314383285638,1
EMP0442,26,Male,Production,Night,7,43307,15,2,71.41183593630842,38.08905547284186,-1.8828063380040496,1
EMP0443,41,Male,Production,Day,15,29436,29,4,90.05640085341956,46.9269094902497,2.2419340472287552,0
EMP0444,52,Male,Production,Day,3,27021,29,4,95.88312332377677,56.491094752227056,1.611149405612347,0
EMP0445,52,Male,Logistics,Evening,15,21772,35,1,74.88707963432182,65.36905469457332,1.9516466745771268,1
EMP0446,53,Female,Production,Evening,11,16627,2,3,94.37240972871702,17.702427125637602,0.017715407337790756,0
EMP0447,35,Male,Logistics,Day,15,26664,21,4,95.60187200610825,42.971163872504675,-2.831048133827413,0
EMP0448,49,Female,Production,Night,12,23219,21,4,97.4302132799945,52.46838737609286,1.9557445444222752,0
EMP0449,41,Male,Maintenance,Day,3,38464,11,5,77.95855267258158,23.377270506476393,-0.5407427982715823,0
EMP0450,40,Female,Maintenance,Day,1,33369,20,2,97.11859195569667,39.82879993046458,-2.779560286385338,1
EMP0451,49,Female,Maintenance,Night,3,43729,3,3,79.61988264209296,19.592160996898894,2.704078731948652,0
EMP0452,54,Male,Maintenance,Night,3,24713,30,2,86.57014040366508,58.875472455247085,4.198815041005019,1
EMP0453,29,Female,Logistics,Night,4,23488,30,3,71.51522412496847,67.53058664398861,-0.08249625795840605,1
EMP0454,30,Female,Logistics,Night,4,17181,22,4,71.31643265106231,56.460071402834494,4.318242309206584,0
EMP0455,40,Male,Quality Control,Day,3,26594,19,5,91.6111963819661,46.821100674262055,0.18262945722269924,0
EMP0456,42,Male,Production,Day,10,33680,14,2,83.33439933933373,30.19047437933405,-0.7609118083327023,0
EMP0457,52,Male,Maintenance,Evening,12,22164,22,4,77.68877126107652,52.49869858629047,-1.260916908370955,0
EMP0458,47,Female,Logistics,Day,8,33981,27,3,75.7124048807473,48.92263678207013,3.274164815985485,1
EMP0459,34,Female,Production,Night,8,15901,15,2,90.09860472577654,45.78613610792543,-1.5602877627755436,1
EMP0460,37,Female,Production,Evening,13,37444,36,2,70.01204632076019,74.73628420874768,1.4705386199499748,1
EMP0461,42,Male,Logistics,Night,13,24290,20,4,94.17673507590563,42.78003590937182,-1.1183276701184166,0
EMP0462,39,Female,Maintenance,Day,1,33061,14,2,72.37748818389787,30.868081287858402,-0.9206135251487262,0
EMP0463,30,Male,Quality Control,Evening,7,17881,16,5,75.74468844724359,45.677933650386834,2.060499387939134,0
EMP0464,36,Male,Production,Night,11,44863,36,5,81.58709185897268,77.61017109604671,-0.7600736925787073,0
EMP0465,53,Male,Quality Control,Evening,2,28058,12,4,84.5457621914831,41.85286481616424,-0.8095907588405864,0
EMP0466,29,Male,Maintenance,Evening,1,20622,18,3,80.64985347441825,34.653939252352785,2.2656093943496143,0
EMP0467,36,Male,Maintenance,Day,3,39436,29,4,79.62136494952881,50.53976252918144,3.1947945864432463,0
EMP0468,29,Male,Quality Control,Night,4,16378,17,5,98.91748036219565,46.46762351194293,1.2893796065684666,0
EMP0469,26,Male,Maintenance,Evening,13,32632,13,1,89.24739043730183,18.612044603206144,-1.3095395512478984,1
EMP0470,24,Male,Production,Evening,6,43311,35,1,70.70298866102165,56.45911086074899,-1.021216998595159,1
EMP0471,45,Male,Quality Control,Night,10,20650,35,2,82.9052772533294,71.01562460308007,0.15983052748007498,1
EMP0472,31,Male,Maintenance,Evening,14,27433,19,2,96.25026099231911,43.81033039016264,0.6418601238513151,1
EMP0473,48,Male,Quality Control,Evening,5,37463,18,1,79.04368559232003,45.960765528420275,-1.9757318202795437,1
EMP0474,36,Male,Production,Evening,15,24456,6,5,72.83669034323165,22.820182213532664,1.4460758791597277,0
EMP0475,33,Male,Maintenance,Night,15,41483,3,2,92.75154314769753,30.22051448427853,0.17102665927919805,0
EMP0476,22,Male,Production,Night,14,22036,33,4,88.18041495808244,68.07925293639114,-3.431416637276259,0
EMP0477,52,Male,Maintenance,Night,4,21487,1,4,87.10937523479512,32.909658347697714,-1.8578529649214608,0
EMP0478,29,Male,Logistics,Night,8,32442,4,5,71.60729678822224,26.84394221316036,-1.0082573473033274,0
EMP0479,42,Male,Maintenance,Day,11,42325,9,2,74.21497029386552,22.18932023713378,-0.14571537768211015,0
EMP0480,38,Male,Quality Control,Evening,12,33432,31,4,88.67648188639342,57.77203683368794,3.778557591007992,0
EMP0481,53,Female,Maintenance,Night,14,37499,40,2,76.23471524376508,89.02225238818214,0.47634261227925656,1
EMP0482,40,Male,Production,Evening,4,19248,12,2,85.12210239245273,28.894005916935434,-1.6815437797972501,0
EMP0483,33,Male,Production,Evening,13,33860,38,4,86.34645058088181,73.48215688599034,0.44126160861432645,1
EMP0484,31,Male,Maintenance,Day,10,43592,4,1,78.50521570812818,6.539254296419966,-0.7041754949077619,0
EMP0485,48,Male,Quality Control,Night,12,19603,9,4,98.45275466624479,32.605418726359034,0.6495164790670835,0
EMP0486,22,Male,Logistics,Night,13,42773,9,5,95.27392320506726,36.33713377563252,1.1611353740712296,0
EMP0487,52,Male,Quality Control,Evening,2,44162,37,3,91.67120522898395,70.45727892708494,2.418461294447876,1
EMP0488,40,Male,Logistics,Night,15,34937,26,4,72.33981599228227,59.73054291923436,-0.04857299134005169,0
EMP0489,46,Male,Production,Evening,3,27632,20,2,73.18390057927058,48.6502886623773,3.2779210551996663,1
EMP0490,28,Male,Quality Control,Evening,6,41337,7,2,84.78344037594867,18.06369292956958,1.8160453250723825,0
EMP0491,35,Female,Logistics,Day,8,15220,0,4,74.82140047572958,5.998993728498151,-1.4148790896243757,0
EMP0492,29,Female,Maintenance,Day,8,29226,27,3,99.34796390588423,53.29613975035579,4.419711331496928,0
EMP0493,26,Female,Production,Day,15,19818,38,4,74.75560702082228,69.89571172905326,0.6539890265401953,0
EMP0494,27,Female,Maintenance,Evening,11,38576,13,3,84.62403506391922,37.761991051351636,-1.6702490079444703,0
EMP0495,34,Male,Production,Night,15,36007,20,3,80.92363170524516,50.38937111533044,3.3058261024608435,0
EMP0496,55,Male,Quality Control,Day,9,22349,29,5,89.18159264362293,60.65351452492235,4.155555170396889,0
EMP0497,24,Male,Quality Control,Night,7,20618,20,2,73.87109226668275,45.0552358611566,-0.06605052743912113,1
EMP0498,30,Male,Production,Day,13,42464,8,2,82.90949284127173,13.465485626389695,-1.0073005207511927,0
EMP0499,26,Female,Production,Day,2,24856,16,3,78.24115098421431,17.447720736878196,-0.34474991490732393,0
EMP0500,44,Male,Production,Evening,8,38593,4,2,96.63254574015065,28.164341009492652,1.4294634550353995,0
